StopCode,StopName,Country,StopLat,StopLng
TB,Tilburg,NL,51.560554504395,5.0836110115051
TBR,Tilburg Reeshof,NL,51.573612213135,4.9944443702698
TBU,Tilburg Universiteit,NL,51.564985,5.051778
FTG,Tongeren,B,50.784167,5.473056
KT,Troisdorf,D,50.813889,7.150833
TWL,Twello,NL,52.237777709961,6.0986108779907
UTG,Uitgeest,NL,52.521667480469,4.7016668319702
UHZ,Uithuizen,NL,53.4099568,6.6748869
UHM,Uithuizermeeden,NL,53.4145845,6.7202975
TU,Ulm Hbf,D,48.399015,9.982165
EUN,Unna,D,51.5385828,7.6953056
UST,Usquert,NL,53.4014742,6.6093776
UT,Utrecht Centraal,NL,52.088890075684,5.1102776527405
UTLR,Utrecht Leidsche Rijn,NL,52.09896,5.06523
UTLN,Utrecht Lunetten,NL,52.06555557251,5.144166469574
UTM,Utrecht Maliebaan,NL,52.087776184082,5.1313886642456
UTO,Utrecht Overvecht,NL,52.110000610352,5.1247220039368
UTT,Utrecht Terwijde,NL,52.1000753,5.0439547
UTVR,Utrecht Vaartsche Rijn,NL,52.078889,5.121667
UTZL,Utrecht Zuilen,NL,52.103055,5.09
VALTGV,Valence TGV,F,44.9278,4.89321
VK,Valkenburg,NL,50.869720458984,5.8322219848633
VSV,Varsseveld,NL,51.937257,6.458839
VDM,Veendam,NL,53.10324,6.88475
VNDC,Veenendaal Centrum,NL,52.020000457764,5.548611164093
VNDW,Veenendaal West,NL,52.028057098389,5.531388759613
KLP,Veenendaal-De Klomp,NL,52.045833587646,5.5738887786865
VP,Velp,NL,51.994720458984,5.9802780151367
MEREL,Venezia Santa Lucia,I,45.4410734,12.3188549
VL,Venlo,NL,51.363609313965,6.1727776527405
VRY,Venray,NL,51.526568099007,6.0141777992248
VLB,Vierlingsbeek,NL,51.59193,5.99714
VIERS,Viersen,D,51.25516,6.40388
FVS,Visé,B,50.73781,5.69232
VTN,Vleuten,NL,52.103056,5.007404
VS,Vlissingen,NL,51.445835113525,3.5952777862549
VSS,Vlissingen Souburg,NL,51.464721679688,3.5952777862549
VDL,Voerendaal,NL,50.887222290039,5.9302778244019
VB,Voorburg,NL,52.066665649414,4.3594446182251
VH,Voorhout,NL,52.224445343018,4.4844446182251
VST,Voorschoten,NL,52.1252784729,4.4324998855591
VEM,Voorst-Empe,NL,52.157501220703,6.1436109542847
VD,Vorden,NL,52.1071949,6.3170457
VZ,Vriezenveen,NL,52.40203,6.60041
VHP,Vroomshoop,NL,52.4571921,6.5696679
VG,Vught,NL,51.655555725098,5.2919445037842
WAD,Waddinxveen,NL,52.044166564941,4.6497220993042
WADN,Waddinxveen Noord,NL,52.055000305176,4.6483335494995
WADT,Waddinxveen Triangel,NL,52.02725,4.6491
WFM,Warffum,NL,53.3908431,6.5671364
WR,Weener,D,53.16311,7.3442
WT,Weert,NL,51.248611450195,5.7036108970642
WP,Weesp,NL,52.3127784729,5.0430555343628
WL,Wehl,NL,51.9578065,6.213844
WELS,Wels Hbf,A,48.166111,14.026667
WESEL,Wesel,D,51.655833,6.627222
WTV,Westervoort,NL,51.96286,5.9695
WZ,Wezep,NL,52.454166412354,6.0025000572205
WBF,Wien Hbf,A,48.185,16.375833
WIENH,Wien Hütteldorf,A,48.197222,16.261389
WDN,Wierden,NL,52.361389160156,6.5916666984558
WC,Wijchen,NL,51.811668395996,5.730833530426
WH,Wijhe,NL,52.390277862549,6.1405553817749
GWD,Wildert,B,51.4277061,4.4633962
WS,Winschoten,NL,53.1392377,7.035101
WSM,Winsum,NL,53.3300994,6.5202905
WW,Winterswijk,NL,51.9677307,6.7155181
WWW,Winterswijk West,NL,51.97453,6.70417
WD,Woerden,NL,52.084999084473,4.8936109542847
WF,Wolfheze,NL,52.005554199219,5.7936110496521
HWOB,Wolfsburg Hbf,D,52.429492,10.788195
WV,Wolvega,NL,52.880832672119,6.0036110877991
WORGL,Wörgl,A,47.49178,12.06059
WK,Workum,NL,52.9724864,5.4564285
WM,Wormerveer,NL,52.489166259766,4.7922220230103
WUPPH,Wuppertal Hbf,D,51.25433,7.14939
KWBA,Wuppertal-Barmen,D,51.267082,7.195929
KWO,Wuppertal-Oberbarmen,D,51.273839,7.221483
WUPPV,Wuppertal-Vohwinkel,D,51.23351,7.07237
WURZB,Würzburg Hbf,D,49.80179,9.9358
ZD,Zaandam,NL,52.438888549805,4.8136110305786
ZDK,Zaandam Kogerveld,NL,52.456665039062,4.8202776908875
ZZS,Zaandijk Zaanse Schans,NL,52.469165802002,4.8049998283386
ZBM,Zaltbommel,NL,51.80888748169,5.2633333206177
ZVT,Zandvoort aan Zee,NL,52.3752784729,4.5327777862549
ZA,Zetten-Andelst,NL,51.920056,5.7228408
ZV,Zevenaar,NL,51.923053741455,6.0719442367554
ZVB,Zevenbergen,NL,51.64042,4.60904
ZTM,Zoetermeer,NL,52.047500610352,4.4772224426269
ZTMO,Zoetermeer Oost,NL,52.046390533447,4.4927778244019
ZB,Zuidbroek,NL,53.159612280006,6.8679141998291
ZH,Zuidhorn,NL,53.2486292,6.4062361
ZUE,Zürich HB,CH,47.37819,8.5392
ZP,Zutphen,NL,52.145278930664,6.1941666603088
ZWD,Zwijndrecht,NL,51.814998626709,4.6416668891907
LZD,Zwijndrecht (B),B,51.214167,4.33
ZL,Zwolle,NL,52.504722595215,6.0919442176819
ZLSH,Zwolle Stadshagen,NL,52.52764,6.05146
DRESD,Dresden Hbf,D,51.040624,13.731441
KMB,Montabaur,D,50.4447,7.8253
PRAHA,Praha hl.n.,CZ,50.085,14.441
PRAHOL,Praha-Holesovice,CZ,50.11,14.439
RBB,Baden-Baden,D,48.7905,8.1908
RTNG,SSN Stoomdepot,NL,51.9363,4.5098
NAH,Aschaffenburg Hbf,D,49.98028,9.14361
